name	subspecies	serovar	core	contigs	quality
GCA_000984675	enterica	Paratyphi	360	1	1
GCA_000984695	enterica	Paratyphi	359	2	1
GCA_000984715	enterica	Paratyphi	358	2	1
GCA_000984735	enterica	Paratyphi	358	2	1
GCA_000984755	enterica	Paratyphi	356	7	1
GCA_000984775	enterica	Paratyphi	358	4	1
GCA_000984795	enterica	Paratyphi	360	3	1
GCA_000984815	enterica	Paratyphi	360	9	1
GCA_000984835	enterica	Paratyphi	351	1	1
GCA_000984855	enterica	Paratyphi	358	1	1
GCA_000984875	enterica	Paratyphi	360	13	1
GCA_000984895	enterica	Paratyphi	358	1	1
GCA_000984915	enterica	Paratyphi	356	1	1
GCA_000984935	enterica	Paratyphi	359	3	1
GCA_000984955	enterica	Paratyphi	358	11	1
GCA_000984975	enterica	Paratyphi	358	23	1
GCA_000984995	enterica	Paratyphi	359	1	1
GCA_000985015	enterica	Paratyphi	360	2	1
GCA_000985035	enterica	Paratyphi	360	1	1
GCA_000985055	enterica	Paratyphi	358	2	1
GCA_000985075	enterica	Paratyphi	355	2	1
GCA_000985095	enterica	Paratyphi	359	2	1
GCA_000985115	enterica	Paratyphi	358	23	1
GCA_000985135	enterica	Paratyphi	358	2	1
GCA_000985155	enterica	Paratyphi	359	1	1
GCA_000985175	enterica	Paratyphi	359	1	1
GCA_000985195	enterica	Paratyphi	358	2	1
GCA_000985215	enterica	Paratyphi	360	1	1
GCA_000985235	enterica	Paratyphi	358	3	1
GCA_000985255	enterica	Paratyphi	361	2	1
GCA_000985275	enterica	Paratyphi	360	1	1
GCA_000985295	enterica	Paratyphi	357	2	1
GCA_000985315	enterica	Paratyphi	361	2	1
GCA_000985335	enterica	Paratyphi	359	1	1
GCA_000985355	enterica	Paratyphi	358	2	1
GCA_000985375	enterica	Paratyphi	358	2	1
GCA_000985395	enterica	Paratyphi	357	2	1
GCA_000985415	enterica	Paratyphi	360	13	1
GCA_000985435	enterica	Paratyphi	355	1	1
GCA_000985455	enterica	Paratyphi	357	2	1
GCA_000985475	enterica	Paratyphi	360	6	1
GCA_000985495	enterica	Paratyphi	358	8	1
GCA_000985515	enterica	Paratyphi	360	3	1
GCA_000985535	enterica	Paratyphi	357	2	1
GCA_000985555	enterica	Paratyphi	356	3	1
GCA_000985575	enterica	Paratyphi	356	1	1
GCA_000985595	enterica	Paratyphi	356	3	1
GCA_000985615	enterica	Paratyphi	358	1	1
GCA_000985655	enterica	Paratyphi	358	1	1
GCA_000985675	enterica	Paratyphi	361	4	1
GCA_000985695	enterica	Paratyphi	360	1	1
GCA_000985715	enterica	Paratyphi	356	3	1
GCA_000985735	enterica	Paratyphi	359	2	1
GCA_000985755	enterica	Paratyphi	346	2	1
GCA_000985775	enterica	Paratyphi	359	2	1
GCA_000985795	enterica	Paratyphi	359	5	1
GCA_000985815	enterica	Paratyphi	359	1	1
GCA_000985835	enterica	Paratyphi	358	13	1
GCA_000985855	enterica	Paratyphi	360	2	1
GCA_000988525	enterica	Anatum	405	2	1
GCA_000993725	enterica	Typhimurium	377	1	1
GCA_001006525	enterica	Typhimurium	404	8	1
GCA_001026705	enterica	Typhimurium	402	8	1
GCA_001027585	enterica	Typhimurium	402	10	1
GCA_001027595	enterica	Typhimurium	402	14	1
GCA_001027605	enterica	Typhimurium	401	12	1
GCA_001027615	enterica	Typhimurium	402	14	1
GCA_001034525	enterica	Typhimurium	402	13	1
GCA_001034545	enterica	Typhimurium	404	28	1
GCA_001034565	enterica	Typhimurium	402	10	1
GCA_001034585	enterica	Typhimurium	401	14	1
GCA_001034595	enterica	Typhimurium	403	11	1
GCA_001034605	enterica	Typhimurium	403	11	1
GCA_001034615	enterica	Typhimurium	403	28	1
GCA_001038035	enterica	Typhimurium	402	17	1
GCA_001038085	enterica	Typhimurium	402	20	1
GCA_001038095	enterica	Typhimurium	401	11	1
GCA_001038105	enterica	Typhimurium	402	13	1
GCA_001038115	enterica	Typhimurium	403	15	1
GCA_001038165	enterica	Typhimurium	403	14	1
GCA_001040825	enterica	Derby	364	29	1
GCA_001042425	enterica	Typhimurium	404	9	1
GCA_001043095	enterica	Cerro	346	44	1
GCA_001045395	enterica	Paratyphi	365	1	1
GCA_001047615	enterica	Napoli	326	210	1
GCA_001047895	enterica	Typhi	358	42	1
GCA_001047915	enterica	Typhi	359	43	1
GCA_001047935	enterica	Typhi	355	55	1
GCA_001047955	enterica	Typhi	359	38	1
GCA_001047975	enterica	Typhi	355	54	1
GCA_001047995	enterica	Typhi	355	50	1
GCA_001048015	enterica	Typhi	355	69	1
GCA_001048035	enterica	Typhi	351	51	1
GCA_001048055	enterica	Typhi	354	53	1
GCA_001048075	enterica	Typhi	358	69	1
GCA_001048095	enterica	Typhi	357	60	1
GCA_001048115	enterica	Typhi	357	52	1
GCA_001048135	enterica	Typhi	356	55	1
GCA_001048155	enterica	Typhi	355	59	1
GCA_001048175	enterica	Typhi	357	53	1
GCA_001048195	enterica	Typhi	358	64	1
GCA_001048215	enterica	Typhi	357	60	1
GCA_001048235	enterica	Typhi	358	50	1
GCA_001048255	enterica	Typhi	357	57	1
GCA_001048275	enterica	Typhi	357	98	1
GCA_001048295	enterica	Typhi	355	54	1
GCA_001048315	enterica	Typhi	357	104	1
GCA_001048335	enterica	Typhi	357	68	1
GCA_001048355	enterica	Typhi	356	54	1
GCA_001048375	enterica	Typhi	356	61	1
GCA_001048395	enterica	Typhi	357	53	1
GCA_001048415	enterica	Typhi	356	55	1
GCA_001048435	enterica	Typhi	356	55	1
GCA_001048455	enterica	Typhi	358	60	1
GCA_001050855	enterica	Agona	369	146	1
GCA_001051385	enterica	Typhi	358	71	1
GCA_001051525	enterica	Newport	390	186	1
GCA_001051535	enterica	Newport	394	137	1
GCA_001051545	enterica	Newport	394	194	1
GCA_001051555	enterica	Newport	403	54	1
GCA_001051605	enterica	Newport	402	58	1
GCA_001051615	enterica	Newport	403	59	1
GCA_001051625	enterica	Newport	401	58	1
GCA_001051635	enterica	Newport	401	67	1
GCA_001051685	enterica	Newport	402	60	1
GCA_001051695	enterica	Newport	403	54	1
GCA_001051705	enterica	Newport	401	58	1
GCA_001051715	enterica	Newport	401	67	1
GCA_001051765	enterica	Newport	395	137	1
GCA_001051775	enterica	Newport	388	266	1
GCA_001051795	enterica	Newport	395	125	1
GCA_001051815	enterica	Newport	393	127	1
GCA_001051845	enterica	Newport	376	191	1
GCA_001077835	enterica	Ouakam	320	2	1
GCA_001078155	enterica	Typhimurium	390	193	1
GCA_001078725	enterica	Typhi	360	44	1
GCA_001078745	enterica	Typhi	355	60	1
GCA_001078765	enterica	Typhi	358	57	1
GCA_001078785	enterica	Typhi	354	53	1
GCA_001078825	enterica	Typhi	357	58	1
GCA_001078845	enterica	Typhi	357	52	1
GCA_001078865	enterica	Typhi	356	52	1
GCA_001078885	enterica	Typhi	357	55	1
GCA_001078905	enterica	Typhi	356	50	1
GCA_001078925	enterica	Typhi	354	53	1
GCA_001078945	enterica	Typhi	361	40	1
GCA_001078965	enterica	Typhi	358	38	1
GCA_001078985	enterica	Typhi	359	49	1
GCA_001079005	enterica	Typhi	360	45	1
GCA_001079025	enterica	Typhi	359	61	1
GCA_001079045	enterica	Typhi	359	42	1
GCA_001079065	enterica	Typhi	360	42	1
GCA_001079085	enterica	Typhi	359	48	1
GCA_001079105	enterica	Typhi	360	44	1
GCA_001079125	enterica	Typhi	359	40	1
GCA_001079145	enterica	Typhi	360	54	1
GCA_001079165	enterica	Typhi	360	42	1
GCA_001079185	enterica	Typhi	360	47	1
GCA_001079205	enterica	Typhi	360	42	1
GCA_001079225	enterica	Typhi	360	47	1
GCA_001079245	enterica	Typhi	361	39	1
GCA_001079265	enterica	Typhi	360	61	1
GCA_001079285	enterica	Typhi	359	52	1
GCA_001079305	enterica	Typhi	358	56	1
GCA_001079325	enterica	Typhi	360	41	1
GCA_001079345	enterica	Typhi	359	42	1
GCA_001079365	enterica	Typhi	359	44	1
GCA_001079385	enterica	Typhi	359	41	1
GCA_001079405	enterica	Typhi	361	41	1
GCA_001079425	enterica	Typhi	359	58	1
GCA_001079445	enterica	Typhi	360	46	1
GCA_001079465	enterica	Typhi	359	43	1
GCA_001079485	enterica	Typhi	361	45	1
GCA_001079505	enterica	Typhi	359	45	1
GCA_001079525	enterica	Typhi	359	41	1
GCA_001079545	enterica	Typhi	360	40	1
GCA_001079565	enterica	Typhi	360	41	1
GCA_001079585	enterica	Typhi	360	44	1
GCA_001079605	enterica	Typhi	361	56	1
GCA_001079625	enterica	Typhi	359	53	1
GCA_001079645	enterica	Typhi	355	50	1
GCA_001079665	enterica	Typhi	360	57	1
GCA_001079685	enterica	Typhi	359	39	1
GCA_001079705	enterica	Typhi	358	53	1
GCA_001079725	enterica	Typhi	359	45	1
GCA_001079745	enterica	Typhi	360	58	1
GCA_001079765	enterica	Typhi	359	46	1
GCA_001079785	enterica	Typhi	359	43	1
GCA_001079805	enterica	Typhi	360	40	1
GCA_001079825	enterica	Typhi	360	47	1
GCA_001079845	enterica	Typhi	358	48	1
GCA_001079865	enterica	Typhi	360	42	1
GCA_001079885	enterica	Typhi	360	43	1
GCA_001079905	enterica	Typhi	361	42	1
GCA_001079925	enterica	Typhi	360	54	1
GCA_001079945	enterica	Typhi	359	44	1
GCA_001079965	enterica	Typhi	360	43	1
GCA_001079985	enterica	Typhi	361	51	1
GCA_001080005	enterica	Typhi	361	39	1
GCA_001080025	enterica	Typhi	359	51	1
GCA_001080045	enterica	Typhi	359	43	1
GCA_001080065	enterica	Typhi	356	59	1
GCA_001080085	enterica	Typhi	359	46	1
GCA_001080105	enterica	Typhi	359	42	1
GCA_001080125	enterica	Typhi	360	41	1
GCA_001080145	enterica	Typhi	359	42	1
GCA_001080165	enterica	Typhi	360	42	1
GCA_001080185	enterica	Typhi	357	44	1
GCA_001080205	enterica	Typhi	359	43	1
GCA_001080225	enterica	Typhi	360	46	1
GCA_001080245	enterica	Typhi	360	43	1
GCA_001080265	enterica	Typhi	359	60	1
GCA_001080285	enterica	Typhi	361	47	1
GCA_001080305	enterica	Typhi	359	42	1
GCA_001080325	enterica	Typhi	358	51	1
GCA_001080345	enterica	Typhi	360	46	1
GCA_001080365	enterica	Typhi	359	52	1
GCA_001080385	enterica	Typhi	360	46	1
GCA_001080405	enterica	Typhi	360	51	1
GCA_001080425	enterica	Typhi	359	41	1
GCA_001080445	enterica	Typhi	360	53	1
GCA_001080465	enterica	Typhi	360	44	1
GCA_001080485	enterica	Typhi	361	41	1
GCA_001080505	enterica	Typhi	359	46	1
GCA_001080525	enterica	Typhi	358	45	1
GCA_001080545	enterica	Typhi	361	54	1
GCA_001080565	enterica	Typhi	357	42	1
GCA_001080585	enterica	Typhi	359	52	1
GCA_001080605	enterica	Typhi	360	43	1
GCA_001080625	enterica	Typhi	360	39	1
GCA_001080645	enterica	Typhi	359	45	1
GCA_001080665	enterica	Typhi	361	40	1
GCA_001080685	enterica	Typhi	359	50	1
GCA_001080705	enterica	Typhi	355	97	1
GCA_001080725	enterica	Typhi	359	47	1
GCA_001080745	enterica	Typhi	359	44	1
GCA_001080765	enterica	Typhi	359	48	1
GCA_001080785	enterica	Typhi	359	56	1
GCA_001080805	enterica	Typhi	358	41	1
GCA_001080825	enterica	Typhi	360	43	1
GCA_001080845	enterica	Typhi	360	45	1
GCA_001080865	enterica	Typhi	359	51	1
GCA_001080885	enterica	Typhi	360	41	1
GCA_001080905	enterica	Typhi	360	40	1
GCA_001080925	enterica	Typhi	360	41	1
GCA_001080945	enterica	Typhi	361	38	1
GCA_001080965	enterica	Typhi	359	41	1
GCA_001080985	enterica	Typhi	357	46	1
GCA_001081005	enterica	Typhi	359	41	1
GCA_001081025	enterica	Typhi	360	43	1
GCA_001081045	enterica	Typhi	358	46	1
GCA_001081065	enterica	Typhi	359	54	1
GCA_001081085	enterica	Typhi	360	64	1
GCA_001081105	enterica	Typhi	360	48	1
GCA_001081125	enterica	Typhi	359	43	1
GCA_001081145	enterica	Typhi	360	45	1
GCA_001081165	enterica	Typhi	359	55	1
GCA_001081185	enterica	Typhi	360	39	1
GCA_001081205	enterica	Typhi	359	44	1
GCA_001081225	enterica	Typhi	359	54	1
GCA_001081245	enterica	Typhi	360	43	1
GCA_001081265	enterica	Typhi	360	40	1
GCA_001081285	enterica	Typhi	359	46	1
GCA_001081305	enterica	Typhi	359	57	1
GCA_001081325	enterica	Typhi	360	54	1
GCA_001081345	enterica	Typhi	360	44	1
GCA_001081365	enterica	Typhi	359	56	1
GCA_001081385	enterica	Typhi	359	44	1
GCA_001081405	enterica	Typhi	359	40	1
GCA_001081425	enterica	Typhi	359	41	1
GCA_001081445	enterica	Typhi	359	40	1
GCA_001081465	enterica	Typhi	359	42	1
GCA_001081485	enterica	Typhi	359	41	1
GCA_001081505	enterica	Typhi	359	66	1
GCA_001081525	enterica	Typhi	359	43	1
GCA_001081545	enterica	Typhi	360	41	1
GCA_001081565	enterica	Typhi	357	46	1
GCA_001081585	enterica	Typhi	359	41	1
GCA_001081605	enterica	Typhi	361	43	1
GCA_001081625	enterica	Typhi	359	41	1
GCA_001081645	enterica	Typhi	359	58	1
GCA_001081665	enterica	Typhi	360	38	1
GCA_001081685	enterica	Typhi	361	50	1
GCA_001081705	enterica	Typhi	360	39	1
GCA_001081725	enterica	Typhi	361	43	1
GCA_001081745	enterica	Typhi	359	48	1
GCA_001081765	enterica	Typhi	360	46	1
GCA_001081785	enterica	Typhi	361	38	1
GCA_001081805	enterica	Typhi	359	49	1
GCA_001081825	enterica	Typhi	359	43	1
GCA_001081845	enterica	Typhi	359	44	1
GCA_001081865	enterica	Typhi	359	51	1
GCA_001081885	enterica	Typhi	359	41	1
GCA_001081905	enterica	Typhi	360	42	1
GCA_001081925	enterica	Typhi	358	42	1
GCA_001081945	enterica	Typhi	359	41	1
GCA_001081965	enterica	Typhi	360	43	1
GCA_001081985	enterica	Typhi	359	42	1
GCA_001082005	enterica	Typhi	359	43	1
GCA_001082025	enterica	Typhi	359	52	1
GCA_001082045	enterica	Typhi	360	45	1
GCA_001082065	enterica	Typhi	359	49	1
GCA_001082085	enterica	Typhi	360	48	1
GCA_001082105	enterica	Typhi	360	45	1
GCA_001082125	enterica	Typhi	359	41	1
GCA_001082145	enterica	Typhi	361	44	1
GCA_001082165	enterica	Typhi	359	43	1
GCA_001082185	enterica	Typhi	360	43	1
GCA_001082205	enterica	Typhi	360	50	1
GCA_001082225	enterica	Typhi	361	44	1
GCA_001082245	enterica	Typhi	359	44	1
GCA_001082265	enterica	Typhi	361	55	1
GCA_001082285	enterica	Typhi	360	45	1
GCA_001082305	enterica	Typhi	360	44	1
GCA_001082325	enterica	Typhi	359	48	1
GCA_001082345	enterica	Typhi	358	40	1
GCA_001082365	enterica	Typhi	359	59	1
GCA_001082385	enterica	Typhi	359	42	1
GCA_001082405	enterica	Typhi	360	45	1
GCA_001082425	enterica	Typhi	360	43	1
GCA_001082445	enterica	Typhi	359	44	1
GCA_001082465	enterica	Typhi	359	47	1
GCA_001082485	enterica	Typhi	358	58	1
GCA_001082505	enterica	Typhi	360	40	1
GCA_001082525	enterica	Typhi	360	45	1
GCA_001082545	enterica	Typhi	360	40	1
GCA_001082565	enterica	Typhi	359	50	1
GCA_001082585	enterica	Typhi	359	52	1
GCA_001082605	enterica	Typhi	354	44	1
GCA_001082625	enterica	Typhi	359	53	1
GCA_001082645	enterica	Typhi	359	42	1
GCA_001082665	enterica	Typhi	360	51	1
GCA_001082685	enterica	Typhi	360	42	1
GCA_001082705	enterica	Typhi	359	47	1
GCA_001082725	enterica	Typhi	357	55	1
GCA_001082745	enterica	Typhi	360	42	1
GCA_001082765	enterica	Typhi	359	43	1
GCA_001082785	enterica	Typhi	360	44	1
GCA_001082805	enterica	Typhi	359	60	1
GCA_001082825	enterica	Typhi	359	43	1
GCA_001082845	enterica	Typhi	358	44	1
GCA_001082865	enterica	Typhi	360	41	1
GCA_001082885	enterica	Typhi	359	46	1
GCA_001082905	enterica	Typhi	359	49	1
GCA_001082925	enterica	Typhi	359	47	1
GCA_001082945	enterica	Typhi	359	45	1
GCA_001082965	enterica	Typhi	359	53	1
GCA_001083005	enterica	Typhi	359	52	1
GCA_001083065	enterica	Typhi	358	52	1
GCA_001083165	enterica	Typhi	307	401	1
GCA_001083185	enterica	Typhi	359	54	1
GCA_001083325	enterica	Typhi	359	44	1
GCA_001083605	enterica	Typhi	357	54	1
GCA_001083745	enterica	Typhi	360	63	1
GCA_001083855	enterica	Bovismorbificans	318	53	1
GCA_001084005	enterica	Typhi	358	48	1
GCA_001084165	enterica	Typhi	358	54	1
GCA_001084205	enterica	Typhi	359	57	1
GCA_001084245	enterica	Typhi	357	55	1
GCA_001084325	enterica	Typhi	356	55	1
GCA_001084525	enterica	Typhi	360	42	1
GCA_001084585	enterica	Typhi	359	54	1
GCA_001084945	enterica	Typhi	358	57	1
GCA_001084965	enterica	Typhi	357	59	1
GCA_001084985	enterica	Typhi	359	43	1
GCA_001085025	enterica	Typhi	355	59	1
GCA_001085145	enterica	Typhimurium	404	61	1
GCA_001085185	enterica	Typhi	359	40	1
GCA_001085205	enterica	Typhi	358	52	1
GCA_001085225	enterica	Typhi	359	40	1
GCA_001085245	enterica	Typhi	359	54	1
GCA_001085325	enterica	Typhi	358	42	1
GCA_001085365	enterica	Typhi	359	64	1
GCA_001085485	enterica	Typhi	359	58	1
GCA_001085525	enterica	Typhi	359	49	1
GCA_001085605	enterica	Typhi	360	45	1
GCA_001085625	enterica	Typhi	360	41	1
GCA_001085685	enterica	Typhimurium	404	54	1
GCA_001085745	enterica	Typhi	360	46	1
GCA_001085905	enterica	Typhi	358	60	1
GCA_001085925	enterica	Typhi	359	46	1
GCA_001086265	enterica	Typhi	356	58	1
GCA_001086325	enterica	Typhi	345	60	1
GCA_001086425	enterica	Typhi	359	50	1
GCA_001086485	enterica	Typhi	357	55	1
GCA_001086945	enterica	Typhi	359	50	1
GCA_001087005	enterica	Typhi	359	41	1
GCA_001087065	enterica	Typhi	360	44	1
GCA_001087105	enterica	Typhi	354	55	1
GCA_001087165	enterica	Typhi	360	39	1
GCA_001087345	enterica	Typhi	354	60	1
GCA_001087425	enterica	Bovismorbificans	343	48	1
GCA_001087545	enterica	Typhi	359	69	1
GCA_001087625	enterica	Typhi	358	64	1
GCA_001087725	enterica	Typhi	359	41	1
GCA_001087985	enterica	Typhi	359	60	1
GCA_001088065	enterica	Typhi	357	55	1
GCA_001088085	enterica	Typhi	358	55	1
GCA_001088305	enterica	Typhi	359	45	1
GCA_001088345	enterica	Typhi	359	53	1
GCA_001088605	enterica	Typhi	358	57	1
GCA_001088765	enterica	Typhi	359	40	1
GCA_001088965	enterica	Typhi	359	44	1
GCA_001089065	enterica	Typhi	360	55	1
GCA_001089225	enterica	Typhi	354	54	1
GCA_001089345	enterica	Typhi	346	55	1
GCA_001089365	enterica	Typhi	357	54	1
GCA_001089465	enterica	Typhi	359	49	1
GCA_001089545	enterica	Typhi	357	57	1
GCA_001089565	enterica	Typhi	357	46	1
GCA_001089625	enterica	Typhi	359	50	1
GCA_001089805	enterica	Typhi	359	42	1
GCA_001089865	enterica	Typhi	359	52	1
GCA_001089925	enterica	Typhi	359	206	1
GCA_001089985	enterica	Typhi	356	67	1
GCA_001090105	enterica	Typhi	360	45	1
GCA_001090265	enterica	Typhi	360	42	1
GCA_001090325	enterica	Typhi	360	48	1
GCA_001090385	enterica	Typhi	360	61	1
GCA_001090485	enterica	Typhi	359	49	1
GCA_001090505	enterica	Typhi	358	42	1
GCA_001090585	enterica	Typhi	353	53	1
GCA_001090905	enterica	Typhi	356	76	1
GCA_001090925	enterica	Typhi	360	88	1
GCA_001090965	enterica	Typhi	359	73	1
GCA_001091105	enterica	Typhi	359	47	1
GCA_001091245	enterica	Typhi	360	45	1
GCA_001091385	enterica	Typhi	360	41	1
GCA_001091425	enterica	Typhi	359	67	1
GCA_001091445	enterica	Typhimurium	404	47	1
GCA_001091525	enterica	Typhi	360	42	1
GCA_001091665	enterica	Typhi	360	58	1
GCA_001091725	enterica	Typhi	359	73	1
GCA_001091785	enterica	Typhi	359	55	1
GCA_001091845	enterica	Typhi	359	53	1
GCA_001092145	enterica	Typhi	357	46	1
GCA_001092205	enterica	Typhi	360	43	1
GCA_001092245	enterica	Typhi	359	47	1
GCA_001092385	enterica	Typhi	358	55	1
GCA_001092405	enterica	Typhi	359	58	1
GCA_001092485	enterica	Typhi	358	55	1
GCA_001092585	enterica	Typhi	359	51	1
GCA_001092625	enterica	Typhi	359	214	1
GCA_001092745	enterica	Typhi	354	56	1
GCA_001092765	enterica	Typhi	359	56	1
GCA_001092785	enterica	Typhi	359	62	1
GCA_001092865	enterica	Typhi	357	60	1
GCA_001093025	enterica	Typhi	360	46	1
GCA_001093245	enterica	Typhi	358	103	1
GCA_001093265	enterica	Typhi	357	65	1
GCA_001093385	enterica	Typhi	359	44	1
GCA_001093505	enterica	Typhi	358	62	1
GCA_001093525	enterica	Typhi	354	57	1
GCA_001093545	enterica	Typhimurium	403	56	1
GCA_001093585	enterica	Typhi	358	50	1
GCA_001093825	enterica	Typhi	357	58	1
GCA_001093885	enterica	Typhi	354	53	1
GCA_001094025	enterica	Typhi	357	55	1
GCA_001094085	enterica	Typhi	359	42	1
GCA_001094105	enterica	Typhi	356	59	1
GCA_001094245	enterica	Typhi	358	60	1
GCA_001094425	enterica	Typhi	360	59	1
GCA_001094465	enterica	Typhi	356	56	1
GCA_001094525	enterica	Typhi	358	42	1
GCA_001094625	enterica	Typhi	358	58	1
GCA_001094645	enterica	Typhi	359	39	1
GCA_001094745	enterica	Typhi	359	64	1
GCA_001094765	enterica	Typhi	360	50	1
GCA_001094925	enterica	Typhi	360	42	1
GCA_001095125	enterica	Typhi	357	45	1
GCA_001095145	enterica	Typhi	359	43	1
GCA_001095305	enterica	Typhi	360	43	1
GCA_001095325	enterica	Typhi	360	43	1
GCA_001095425	enterica	Typhimurium	404	66	1
GCA_001095585	enterica	Typhi	356	52	1
GCA_001095705	enterica	Typhi	359	58	1
GCA_001095885	enterica	Typhi	360	46	1
GCA_001095965	enterica	Typhi	359	44	1
GCA_001096105	enterica	Typhi	358	83	1
GCA_001096285	enterica	Typhi	357	53	1
GCA_001096345	enterica	Typhi	358	57	1
GCA_001096385	enterica	Typhi	359	41	1
GCA_001096485	enterica	Typhi	359	47	1
GCA_001096505	enterica	Typhi	359	53	1
GCA_001096565	enterica	Typhimurium	404	62	1
GCA_001096665	enterica	Typhi	357	59	1
GCA_001096745	enterica	Typhi	359	46	1
GCA_001096905	enterica	Typhi	359	49	1
GCA_001096965	enterica	Typhi	359	66	1
GCA_001096985	enterica	Typhi	360	41	1
GCA_001097005	enterica	Typhi	360	49	1
GCA_001097045	enterica	Typhimurium	404	42	1
GCA_001097065	enterica	Typhi	358	60	1
GCA_001097145	enterica	Typhi	359	46	1
GCA_001097165	enterica	Typhi	359	43	1
GCA_001097285	enterica	Typhi	358	71	1
GCA_001097525	enterica	Typhi	358	55	1
GCA_001097585	enterica	Typhi	352	58	1
GCA_001097625	enterica	Typhi	359	48	1
GCA_001097825	enterica	Typhi	359	49	1
GCA_001098065	enterica	Typhi	359	65	1
GCA_001098225	enterica	Typhi	360	42	1
GCA_001098485	enterica	Typhi	356	56	1
GCA_001098645	enterica	Typhi	359	51	1
GCA_001098665	enterica	Typhi	358	47	1
GCA_001098685	enterica	Typhi	360	54	1
GCA_001098945	enterica	Typhi	359	49	1
GCA_001099045	enterica	Typhi	359	46	1
GCA_001099125	enterica	Typhi	359	44	1
GCA_001099145	enterica	Typhi	359	54	1
GCA_001099205	enterica	Typhi	359	48	1
GCA_001099265	enterica	Typhi	359	59	1
GCA_001099285	enterica	Typhi	359	47	1
GCA_001099305	enterica	Typhi	355	46	1
GCA_001099365	enterica	Typhi	357	58	1
GCA_001099405	enterica	Typhi	360	51	1
GCA_001099465	enterica	Typhi	356	62	1
GCA_001099585	enterica	Typhi	356	59	1
GCA_001099645	enterica	Typhi	359	128	1
GCA_001099705	enterica	Typhi	359	46	1
GCA_001099765	enterica	Typhi	359	51	1
GCA_001099785	enterica	Typhi	300	408	1
GCA_001099925	enterica	Typhi	359	43	1
GCA_001099985	enterica	Typhi	359	73	1
GCA_001100005	enterica	Typhi	357	69	1
GCA_001100065	enterica	Typhi	359	58	1
GCA_001100105	enterica	Typhi	357	57	1
GCA_001100225	enterica	Typhi	357	49	1
GCA_001100425	enterica	Typhi	357	60	1
GCA_001100465	enterica	Typhi	359	54	1
GCA_001101305	enterica	Typhi	358	61	1
GCA_001101365	enterica	Typhi	359	49	1
GCA_001101445	enterica	Typhi	356	57	1
GCA_001101505	enterica	Typhi	356	60	1
GCA_001101585	enterica	Typhi	360	47	1
GCA_001101625	enterica	Typhi	356	54	1
GCA_001101805	enterica	Typhi	356	56	1
GCA_001101825	enterica	Typhi	359	36	1
GCA_001102245	enterica	Typhi	359	57	1
GCA_001102325	enterica	Typhi	359	56	1
GCA_001102385	enterica	Typhi	357	55	1
GCA_001102465	enterica	Typhi	358	55	1
GCA_001102485	enterica	Typhi	359	44	1
GCA_001102545	enterica	Typhi	359	48	1
GCA_001102665	enterica	Typhimurium	404	49	1
GCA_001102745	enterica	Typhi	360	49	1
GCA_001102845	enterica	Typhi	359	64	1
GCA_001102865	enterica	Enteritidis	359	41	1
GCA_001102885	enterica	Typhi	361	43	1
GCA_001103005	enterica	Typhi	354	56	1
GCA_001103145	enterica	Typhi	357	58	1
GCA_001103165	enterica	Typhi	360	50	1
GCA_001103265	enterica	Typhi	359	54	1
GCA_001103305	enterica	Typhi	356	66	1
GCA_001103325	enterica	Typhi	359	55	1
GCA_001103345	enterica	Typhi	358	43	1
GCA_001103385	enterica	Typhi	361	40	1
GCA_001103485	enterica	Typhi	359	44	1
GCA_001103505	enterica	Typhi	359	43	1
GCA_001103665	enterica	Typhi	358	56	1
GCA_001103885	enterica	Typhi	358	50	1
GCA_001103905	enterica	Typhi	357	58	1
GCA_001103945	enterica	Typhi	358	44	1
GCA_001104005	enterica	Typhi	359	44	1
GCA_001104065	enterica	Typhi	359	54	1
GCA_001104165	enterica	Typhi	355	52	1
GCA_001104205	enterica	Typhi	359	48	1
GCA_001104345	enterica	Typhi	358	47	1
GCA_001104365	enterica	Typhi	360	39	1
GCA_001104465	enterica	Typhi	360	58	1
GCA_001104545	enterica	Typhi	358	56	1
GCA_001104565	enterica	Typhi	359	48	1
GCA_001104685	enterica	Typhi	358	62	1
GCA_001104705	enterica	Typhi	359	40	1
GCA_001104885	enterica	Typhi	354	58	1
GCA_001104905	enterica	Typhi	359	51	1
GCA_001104925	enterica	Typhi	357	52	1
GCA_001104965	enterica	Typhi	359	48	1
GCA_001105025	enterica	Typhi	359	42	1
GCA_001105145	enterica	Typhimurium	404	56	1
GCA_001105205	enterica	Typhi	360	40	1
GCA_001105225	enterica	Typhi	360	49	1
GCA_001105525	enterica	Typhi	359	41	1
GCA_001105625	enterica	Typhi	357	60	1
GCA_001105645	enterica	Typhi	359	62	1
GCA_001105805	enterica	Typhi	357	51	1
GCA_001105825	enterica	Typhi	360	58	1
GCA_001105845	enterica	Typhi	360	45	1
GCA_001105925	enterica	Typhi	359	50	1
GCA_001106045	enterica	Typhi	357	39	1
GCA_001106065	enterica	Typhi	357	56	1
GCA_001106085	enterica	Typhi	359	42	1
GCA_001106305	enterica	Typhi	359	49	1
GCA_001106625	enterica	Typhi	359	61	1
GCA_001106645	enterica	Typhi	358	69	1
GCA_001106665	enterica	Typhi	355	61	1
GCA_001106745	enterica	Typhi	359	54	1
GCA_001106785	enterica	Typhi	361	46	1
GCA_001106825	enterica	Typhi	359	52	1
GCA_001107045	enterica	Typhi	361	44	1
